,category,Fitness,GoodCust,MktCamp,Blood,Credit-G,Diabetes,Hazelnut,QSAR-Bio,Seismic,QSAR-Fish,Airfoil,Concrete,Insurance,Anneal,ELO
FASTAI,DL,0.8028773442226256,0.7280169077811514,0.9255127769278713,0.7437719298245614,0.7460256410256411,0.8416331994645248,0.982659375,0.9356223175965666,0.7524899204533072,0.9462138320385582,1.5302536185802997,5.204748498170599,4165.877969169726,0.08061211093167875,1226.7
MNCA_GPU,DL,0.7961849667271628,0.7156635113413109,0.9389129695733469,0.6900877192982456,0.7693589743589744,0.8275769745649264,0.98425,0.9274353518231326,0.7955323090334532,0.9425235469382216,1.40208685318452,5.750049206465128,4147.3356749873055,0.04072477790727136,1243.6
NN_TORCH,DL,0.7973003629764065,0.7348038340179794,0.93506006006006,0.7418421052631579,0.767991452991453,0.8333333333333334,0.98345,0.9185631334078695,0.7946605644546147,0.9401469683526422,1.24910343833217,4.350427102095671,4149.197832312457,0.06393561637454895,1295.8
REALMLP_GPU,DL,0.8019131881427707,0.7481990831696136,0.9239404498838462,0.7248245614035088,0.7967094017094017,0.8390227576974565,0.983075,0.9307894831752443,0.7861610548109403,0.9277910670743514,1.0574588562226745,4.1443805956176565,4053.78243177254,0.029962634667754173,1446.8
TABM_GPU,DL,0.8055240471869328,0.7142942192058106,0.9339976769222053,0.7150877192982457,0.7885470085470085,0.8226907630522088,0.97890625,0.9326649114581455,0.7953143728887436,0.9155270426401956,0.9851177684571369,4.389217330636611,4119.4993828019915,0.037212039070139646,1392.0
XRFM_GPU,DL,0.801799758015729,0.6941418110376854,0.9320003966230381,0.7228947368421053,0.7742307692307693,0.8427041499330656,0.9838875,0.9351895264543586,0.7840252805927863,0.9051661402310825,1.1778388854329223,4.401057216637763,4164.471571090113,0.024808423593640327,1365.0
REALTABPFN-V2.5,Foundation,0.8097682244404114,0.7070756682740965,0.9418168168168168,0.7272368421052632,0.7849145299145299,0.84190093708166,0.9901,0.930158329426191,0.7979187098180233,0.897436572997375,0.904754868538982,3.757035054282707,4101.051858354645,0.022725010286512803,1591.5
TABDPT_GPU,Foundation,0.8075846944948578,0.7364707983568495,0.9320499745028047,0.7281140350877193,0.7652777777777777,0.8426706827309237,0.989853125,0.9329714718505427,0.7970578620464204,0.8997330162608862,0.9867752054046761,4.048292681068601,4098.722576870162,0.032958396901759314,1517.4
TABPFNV2_GPU,Foundation,0.8087568058076225,0.7204411502053938,0.9406836081364384,0.7240350877192983,0.772051282051282,0.8396921017402945,0.98489375,0.9232517041151225,0.7892339544513458,0.9093026428541026,0.9659417311494658,4.0663573897618885,4258.5479623916735,0.023035964382117823,1443.0
FTTransformer,DL,0.80295296430732,0.7363814966958385,0.9310654994617259,0.7185087719298245,0.7801282051282051,0.8208835341365461,0.96170625,0.910520431348505,0.7886673204751008,1.044015876783817,2.8391759048295855,6.24354772675397,4393.419627855666,0.03540062392415872,1151.7
LLMAdapter260421-3,LLM,,,,0.7070175438596491,0.7945726495726496,0.8420348058902276,,,,0.9469733625251914,1.0438932030192762,4.770511234220386,4051.1327307405077,0.0986358901719822,1172.8
LLMAdapter260423-bidir,LLM,0.8036146400483969,0.7438828362207537,0.92610771148507,0.7312280701754386,0.7873076923076923,0.8346050870147256,0.95994375,0.9251992642550583,0.7946169772256729,0.9495186145690804,1.0740783169526698,4.600627053205285,4051.31223515784,0.14564955409690988,1336.2
LLMAdapter260429-LA-Bidir,LLM,,,,0.7113157894736842,0.7778632478632479,0.8396921017402945,,,,0.9495577574328472,1.0639501652224248,4.582767759506362,,,1104.9
LLMBaseline,LLM,,,,0.710701754385965,0.8037179487179488,0.7922021419009371,,0.8573412197497025,,1.377322526120282,,7.720128989237772,5885.299005555479,0.07454145171413588,949.6
LLMBaseline260429-LB-Bidir,LLM,,,,0.6847368421052632,0.7851709401709401,,,,,1.024970526476377,2.464171059043274,8.087770963865637,,,984.1
LLMBaselineBidirectional260426-BaselineBidir,LLM,,,,0.6734210526315789,0.7567948717948718,0.7977911646586345,,,,1.0087522714138428,1.5983596291552393,4.798822955372686,4355.697470051612,,954.1
LLMSlot260424-next_token_pred,LLM,,,,0.7217543859649123,0.782094017094017,0.8400267737617135,,,,0.9503314232683908,1.0499431597540825,4.777177153786393,4097.925093318104,0.16763371715495148,1135.5
